filename,path,file type,size (bytes)
201675.csv,/pub10/ushcn_snow/R_input/MI,csv,3431808
202423.csv,/pub10/ushcn_snow/R_input/MI,csv,2463912
202737.csv,/pub10/ushcn_snow/R_input/MI,csv,1887518
203632.csv,/pub10/ushcn_snow/R_input/MI,csv,2666664
203823.csv,/pub10/ushcn_snow/R_input/MI,csv,2823102
204090.csv,/pub10/ushcn_snow/R_input/MI,csv,3286836
204104.csv,/pub10/ushcn_snow/R_input/MI,csv,2790620
204244.csv,/pub10/ushcn_snow/R_input/MI,csv,2463608
205434.csv,/pub10/ushcn_snow/R_input/MI,csv,955995
205650.csv,/pub10/ushcn_snow/R_input/MI,csv,2863593
205662.csv,/pub10/ushcn_snow/R_input/MI,csv,2472990
205690.csv,/pub10/ushcn_snow/R_input/MI,csv,2453990
205816.csv,/pub10/ushcn_snow/R_input/MI,csv,2537188
206300.csv,/pub10/ushcn_snow/R_input/MI,csv,2513828
207690.csv,/pub10/ushcn_snow/R_input/MI,csv,2819187
207812.csv,/pub10/ushcn_snow/R_input/MI,csv,2316632
210018.csv,/pub10/ushcn_snow/R_input/MN,csv,2032160
210075.csv,/pub10/ushcn_snow/R_input/MN,csv,2887423
210252.csv,/pub10/ushcn_snow/R_input/MN,csv,1467644
210515.csv,/pub10/ushcn_snow/R_input/MN,csv,2094540
211465.csv,/pub10/ushcn_snow/R_input/MN,csv,1715708
211630.csv,/pub10/ushcn_snow/R_input/MN,csv,1661175
212142.csv,/pub10/ushcn_snow/R_input/MN,csv,2934873
212645.csv,/pub10/ushcn_snow/R_input/MN,csv,700484
212698.csv,/pub10/ushcn_snow/R_input/MN,csv,2627030
212737.csv,/pub10/ushcn_snow/R_input/MN,csv,2876489
212916.csv,/pub10/ushcn_snow/R_input/MN,csv,2228179
213290.csv,/pub10/ushcn_snow/R_input/MN,csv,2767526
213303.csv,/pub10/ushcn_snow/R_input/MN,csv,2005944
214106.csv,/pub10/ushcn_snow/R_input/MN,csv,1868751
214652.csv,/pub10/ushcn_snow/R_input/MN,csv,2756448
215175.csv,/pub10/ushcn_snow/R_input/MN,csv,557720
215400.csv,/pub10/ushcn_snow/R_input/MN,csv,2726136
215435.csv,/pub10/ushcn_snow/R_input/MN,csv,2229612
215563.csv,/pub10/ushcn_snow/R_input/MN,csv,2830982
215615.csv,/pub10/ushcn_snow/R_input/MN,csv,2361084
215638.csv,/pub10/ushcn_snow/R_input/MN,csv,1858475
215887.csv,/pub10/ushcn_snow/R_input/MN,csv,2691750
216152.csv,/pub10/ushcn_snow/R_input/MN,csv,941815
216360.csv,/pub10/ushcn_snow/R_input/MN,csv,2555014
216547.csv,/pub10/ushcn_snow/R_input/MN,csv,3191316
216565.csv,/pub10/ushcn_snow/R_input/MN,csv,2442116
217087.csv,/pub10/ushcn_snow/R_input/MN,csv,1976828
217405.csv,/pub10/ushcn_snow/R_input/MN,csv,2509990
217460.csv,/pub10/ushcn_snow/R_input/MN,csv,3014812
218419.csv,/pub10/ushcn_snow/R_input/MN,csv,2463239
218618.csv,/pub10/ushcn_snow/R_input/MN,csv,1891494
219046.csv,/pub10/ushcn_snow/R_input/MN,csv,2546557
219249.csv,/pub10/ushcn_snow/R_input/MN,csv,2278150
230204.csv,/pub10/ushcn_snow/R_input/MO,csv,2874450
230856.csv,/pub10/ushcn_snow/R_input/MO,csv,2183639
231037.csv,/pub10/ushcn_snow/R_input/MO,csv,2674783
231364.csv,/pub10/ushcn_snow/R_input/MO,csv,2776356
231711.csv,/pub10/ushcn_snow/R_input/MO,csv,2480136
231822.csv,/pub10/ushcn_snow/R_input/MO,csv,2814048
232289.csv,/pub10/ushcn_snow/R_input/MO,csv,2506770
232809.csv,/pub10/ushcn_snow/R_input/MO,csv,2502720
234271.csv,/pub10/ushcn_snow/R_input/MO,csv,3016480
234705.csv,/pub10/ushcn_snow/R_input/MO,csv,2520674
234825.csv,/pub10/ushcn_snow/R_input/MO,csv,2702232
234850.csv,/pub10/ushcn_snow/R_input/MO,csv,1439856
234904.csv,/pub10/ushcn_snow/R_input/MO,csv,2723570
235027.csv,/pub10/ushcn_snow/R_input/MO,csv,2748270
235253.csv,/pub10/ushcn_snow/R_input/MO,csv,2702095
235541.csv,/pub10/ushcn_snow/R_input/MO,csv,2570808
235671.csv,/pub10/ushcn_snow/R_input/MO,csv,1812147
235834.csv,/pub10/ushcn_snow/R_input/MO,csv,2804625
235976.csv,/pub10/ushcn_snow/R_input/MO,csv,2597600
237263.csv,/pub10/ushcn_snow/R_input/MO,csv,3412545
237963.csv,/pub10/ushcn_snow/R_input/MO,csv,1450918
238051.csv,/pub10/ushcn_snow/R_input/MO,csv,2883558
238223.csv,/pub10/ushcn_snow/R_input/MO,csv,1999725
238466.csv,/pub10/ushcn_snow/R_input/MO,csv,839296
238523.csv,/pub10/ushcn_snow/R_input/MO,csv,2542608
238725.csv,/pub10/ushcn_snow/R_input/MO,csv,2733600
220021.csv,/pub10/ushcn_snow/R_input/MS,csv,2097200
220488.csv,/pub10/ushcn_snow/R_input/MS,csv,2163084
220955.csv,/pub10/ushcn_snow/R_input/MS,csv,2004768
221094.csv,/pub10/ushcn_snow/R_input/MS,csv,2467157
221389.csv,/pub10/ushcn_snow/R_input/MS,csv,1783804
221707.csv,/pub10/ushcn_snow/R_input/MS,csv,2356776
221865.csv,/pub10/ushcn_snow/R_input/MS,csv,2175320
221880.csv,/pub10/ushcn_snow/R_input/MS,csv,818300
221962.csv,/pub10/ushcn_snow/R_input/MS,csv,2207198
222094.csv,/pub10/ushcn_snow/R_input/MS,csv,1268950
223107.csv,/pub10/ushcn_snow/R_input/MS,csv,2028508
223605.csv,/pub10/ushcn_snow/R_input/MS,csv,2450664
223887.csv,/pub10/ushcn_snow/R_input/MS,csv,2024484
223975.csv,/pub10/ushcn_snow/R_input/MS,csv,2214590
224173.csv,/pub10/ushcn_snow/R_input/MS,csv,1529756
224776.csv,/pub10/ushcn_snow/R_input/MS,csv,1909190
224939.csv,/pub10/ushcn_snow/R_input/MS,csv,1812880
225247.csv,/pub10/ushcn_snow/R_input/MS,csv,2319264
225987.csv,/pub10/ushcn_snow/R_input/MS,csv,1877400
226009.csv,/pub10/ushcn_snow/R_input/MS,csv,1876630
226177.csv,/pub10/ushcn_snow/R_input/MS,csv,2456814
226718.csv,/pub10/ushcn_snow/R_input/MS,csv,1764147
227111.csv,/pub10/ushcn_snow/R_input/MS,csv,1650012
227128.csv,/pub10/ushcn_snow/R_input/MS,csv,2395899
227132.csv,/pub10/ushcn_snow/R_input/MS,csv,2472912
228374.csv,/pub10/ushcn_snow/R_input/MS,csv,2287080
229079.csv,/pub10/ushcn_snow/R_input/MS,csv,2380104
229400.csv,/pub10/ushcn_snow/R_input/MS,csv,2140968
229426.csv,/pub10/ushcn_snow/R_input/MS,csv,707280
229439.csv,/pub10/ushcn_snow/R_input/MS,csv,1631948
229793.csv,/pub10/ushcn_snow/R_input/MS,csv,1986677
229860.csv,/pub10/ushcn_snow/R_input/MS,csv,1531374
240199.csv,/pub10/ushcn_snow/R_input/MT,csv,1316420
240364.csv,/pub10/ushcn_snow/R_input/MT,csv,2491728
240780.csv,/pub10/ushcn_snow/R_input/MT,csv,2592360
241044.csv,/pub10/ushcn_snow/R_input/MT,csv,2790214
241552.csv,/pub10/ushcn_snow/R_input/MT,csv,2883792
241722.csv,/pub10/ushcn_snow/R_input/MT,csv,2328543
241737.csv,/pub10/ushcn_snow/R_input/MT,csv,2568525
242173.csv,/pub10/ushcn_snow/R_input/MT,csv,2088457
242409.csv,/pub10/ushcn_snow/R_input/MT,csv,2567775
242689.csv,/pub10/ushcn_snow/R_input/MT,csv,1641993
242793.csv,/pub10/ushcn_snow/R_input/MT,csv,1798682
243013.csv,/pub10/ushcn_snow/R_input/MT,csv,2848872
243089.csv,/pub10/ushcn_snow/R_input/MT,csv,2093348
243110.csv,/pub10/ushcn_snow/R_input/MT,csv,1480864
243139.csv,/pub10/ushcn_snow/R_input/MT,csv,2658003
243558.csv,/pub10/ushcn_snow/R_input/MT,csv,1870176
243581.csv,/pub10/ushcn_snow/R_input/MT,csv,2929430
243751.csv,/pub10/ushcn_snow/R_input/MT,csv,2086352
243885.csv,/pub10/ushcn_snow/R_input/MT,csv,1868370
244038.csv,/pub10/ushcn_snow/R_input/MT,csv,2734128
244055.csv,/pub10/ushcn_snow/R_input/MT,csv,1867016
244345.csv,/pub10/ushcn_snow/R_input/MT,csv,1603140
244364.csv,/pub10/ushcn_snow/R_input/MT,csv,1376475
244522.csv,/pub10/ushcn_snow/R_input/MT,csv,1558084
244558.csv,/pub10/ushcn_snow/R_input/MT,csv,2900586
245015.csv,/pub10/ushcn_snow/R_input/MT,csv,2153400
245080.csv,/pub10/ushcn_snow/R_input/MT,csv,1743588
245338.csv,/pub10/ushcn_snow/R_input/MT,csv,989811
245572.csv,/pub10/ushcn_snow/R_input/MT,csv,2685440
245668.csv,/pub10/ushcn_snow/R_input/MT,csv,797598
245690.csv,/pub10/ushcn_snow/R_input/MT,csv,1755225
245761.csv,/pub10/ushcn_snow/R_input/MT,csv,1557270
246157.csv,/pub10/ushcn_snow/R_input/MT,csv,2918576
246472.csv,/pub10/ushcn_snow/R_input/MT,csv,1400072
246601.csv,/pub10/ushcn_snow/R_input/MT,csv,2375852
246918.csv,/pub10/ushcn_snow/R_input/MT,csv,2925768
247286.csv,/pub10/ushcn_snow/R_input/MT,csv,2891268
247318.csv,/pub10/ushcn_snow/R_input/MT,csv,920088
247382.csv,/pub10/ushcn_snow/R_input/MT,csv,2178720
248501.csv,/pub10/ushcn_snow/R_input/MT,csv,2416312
248569.csv,/pub10/ushcn_snow/R_input/MT,csv,1882494
248597.csv,/pub10/ushcn_snow/R_input/MT,csv,2685600
248857.csv,/pub10/ushcn_snow/R_input/MT,csv,1932996
248930.csv,/pub10/ushcn_snow/R_input/MT,csv,1012704
310090.csv,/pub10/ushcn_snow/R_input/NC,csv,2496431
311458.csv,/pub10/ushcn_snow/R_input/NC,csv,1187160
311677.csv,/pub10/ushcn_snow/R_input/NC,csv,2491566
312635.csv,/pub10/ushcn_snow/R_input/NC,csv,2444394
312719.csv,/pub10/ushcn_snow/R_input/NC,csv,2531332
313017.csv,/pub10/ushcn_snow/R_input/NC,csv,2705742
313510.csv,/pub10/ushcn_snow/R_input/NC,csv,2741396
313969.csv,/pub10/ushcn_snow/R_input/NC,csv,2839221
313976.csv,/pub10/ushcn_snow/R_input/NC,csv,2888703
314055.csv,/pub10/ushcn_snow/R_input/NC,csv,2576306
314684.csv,/pub10/ushcn_snow/R_input/NC,csv,2473820
314938.csv,/pub10/ushcn_snow/R_input/NC,csv,2503624
315123.csv,/pub10/ushcn_snow/R_input/NC,csv,2586459
315177.csv,/pub10/ushcn_snow/R_input/NC,csv,2718306
315340.csv,/pub10/ushcn_snow/R_input/NC,csv,2533392
315356.csv,/pub10/ushcn_snow/R_input/NC,csv,2583070
315771.csv,/pub10/ushcn_snow/R_input/NC,csv,2597851
315830.csv,/pub10/ushcn_snow/R_input/NC,csv,1844127
315838.csv,/pub10/ushcn_snow/R_input/NC,csv,2533280
315890.csv,/pub10/ushcn_snow/R_input/NC,csv,3150607
317202.csv,/pub10/ushcn_snow/R_input/NC,csv,1469314
317615.csv,/pub10/ushcn_snow/R_input/NC,csv,3096381
317994.csv,/pub10/ushcn_snow/R_input/NC,csv,2485224
318113.csv,/pub10/ushcn_snow/R_input/NC,csv,2592600
318292.csv,/pub10/ushcn_snow/R_input/NC,csv,3115839
318500.csv,/pub10/ushcn_snow/R_input/NC,csv,2662821
318694.csv,/pub10/ushcn_snow/R_input/NC,csv,1705542
319147.csv,/pub10/ushcn_snow/R_input/NC,csv,2791481
319476.csv,/pub10/ushcn_snow/R_input/NC,csv,2015019
320941.csv,/pub10/ushcn_snow/R_input/ND,csv,2925484
321408.csv,/pub10/ushcn_snow/R_input/ND,csv,861623
321871.csv,/pub10/ushcn_snow/R_input/ND,csv,2578424
322188.csv,/pub10/ushcn_snow/R_input/ND,csv,3140092
322365.csv,/pub10/ushcn_snow/R_input/ND,csv,2118956
323207.csv,/pub10/ushcn_snow/R_input/ND,csv,1906275
323287.csv,/pub10/ushcn_snow/R_input/ND,csv,2616691
323594.csv,/pub10/ushcn_snow/R_input/ND,csv,2010384
323621.csv,/pub10/ushcn_snow/R_input/ND,csv,3119854
324178.csv,/pub10/ushcn_snow/R_input/ND,csv,2130923
324203.csv,/pub10/ushcn_snow/R_input/ND,csv,2060325
324418.csv,/pub10/ushcn_snow/R_input/ND,csv,3413496
324958.csv,/pub10/ushcn_snow/R_input/ND,csv,2936466
325220.csv,/pub10/ushcn_snow/R_input/ND,csv,2149684
325479.csv,/pub10/ushcn_snow/R_input/ND,csv,2706816
326015.csv,/pub10/ushcn_snow/R_input/ND,csv,1741999
326155.csv,/pub10/ushcn_snow/R_input/ND,csv,1914990
326255.csv,/pub10/ushcn_snow/R_input/ND,csv,2954490
326315.csv,/pub10/ushcn_snow/R_input/ND,csv,2390677
326947.csv,/pub10/ushcn_snow/R_input/ND,csv,2163219
327530.csv,/pub10/ushcn_snow/R_input/ND,csv,2267538
328792.csv,/pub10/ushcn_snow/R_input/ND,csv,2261686
329100.csv,/pub10/ushcn_snow/R_input/ND,csv,2682056
329445.csv,/pub10/ushcn_snow/R_input/ND,csv,2469663
250070.csv,/pub10/ushcn_snow/R_input/NE,csv,2711432
250130.csv,/pub10/ushcn_snow/R_input/NE,csv,2974725
250375.csv,/pub10/ushcn_snow/R_input/NE,csv,2741478
250420.csv,/pub10/ushcn_snow/R_input/NE,csv,2750136
250435.csv,/pub10/ushcn_snow/R_input/NE,csv,2747768
250622.csv,/pub10/ushcn_snow/R_input/NE,csv,781976
250640.csv,/pub10/ushcn_snow/R_input/NE,csv,2732609
251145.csv,/pub10/ushcn_snow/R_input/NE,csv,3057192
251200.csv,/pub10/ushcn_snow/R_input/NE,csv,3250216
252020.csv,/pub10/ushcn_snow/R_input/NE,csv,2519535
252100.csv,/pub10/ushcn_snow/R_input/NE,csv,2488935
252205.csv,/pub10/ushcn_snow/R_input/NE,csv,3139992
252820.csv,/pub10/ushcn_snow/R_input/NE,csv,3208204
252840.csv,/pub10/ushcn_snow/R_input/NE,csv,2533580
253035.csv,/pub10/ushcn_snow/R_input/NE,csv,2481430
253175.csv,/pub10/ushcn_snow/R_input/NE,csv,2570060
253185.csv,/pub10/ushcn_snow/R_input/NE,csv,2655968
253365.csv,/pub10/ushcn_snow/R_input/NE,csv,2955744
253615.csv,/pub10/ushcn_snow/R_input/NE,csv,2505790
253630.csv,/pub10/ushcn_snow/R_input/NE,csv,3116232
253660.csv,/pub10/ushcn_snow/R_input/NE,csv,2696328
253715.csv,/pub10/ushcn_snow/R_input/NE,csv,1583790
253735.csv,/pub10/ushcn_snow/R_input/NE,csv,2576656
253910.csv,/pub10/ushcn_snow/R_input/NE,csv,2633050
254110.csv,/pub10/ushcn_snow/R_input/NE,csv,2682330
254440.csv,/pub10/ushcn_snow/R_input/NE,csv,3015046
254900.csv,/pub10/ushcn_snow/R_input/NE,csv,2442826
254985.csv,/pub10/ushcn_snow/R_input/NE,csv,2444530
255080.csv,/pub10/ushcn_snow/R_input/NE,csv,2655327
255310.csv,/pub10/ushcn_snow/R_input/NE,csv,2442393
255470.csv,/pub10/ushcn_snow/R_input/NE,csv,2166080
255565.csv,/pub10/ushcn_snow/R_input/NE,csv,2502536
256040.csv,/pub10/ushcn_snow/R_input/NE,csv,2505600
256135.csv,/pub10/ushcn_snow/R_input/NE,csv,2684100
256570.csv,/pub10/ushcn_snow/R_input/NE,csv,2920292
256970.csv,/pub10/ushcn_snow/R_input/NE,csv,2408220
257070.csv,/pub10/ushcn_snow/R_input/NE,csv,2610954
257515.csv,/pub10/ushcn_snow/R_input/NE,csv,2430450
257715.csv,/pub10/ushcn_snow/R_input/NE,csv,2512056
258133.csv,/pub10/ushcn_snow/R_input/NE,csv,662152
258395.csv,/pub10/ushcn_snow/R_input/NE,csv,2607780
258465.csv,/pub10/ushcn_snow/R_input/NE,csv,2588872
258480.csv,/pub10/ushcn_snow/R_input/NE,csv,2541201
258915.csv,/pub10/ushcn_snow/R_input/NE,csv,2683871
259090.csv,/pub10/ushcn_snow/R_input/NE,csv,2637150
259510.csv,/pub10/ushcn_snow/R_input/NE,csv,2241492
270706.csv,/pub10/ushcn_snow/R_input/NH,csv,537572
272174.csv,/pub10/ushcn_snow/R_input/NH,csv,2210544
272999.csv,/pub10/ushcn_snow/R_input/NH,csv,2586276
273850.csv,/pub10/ushcn_snow/R_input/NH,csv,2437287
274399.csv,/pub10/ushcn_snow/R_input/NH,csv,2310629
280325.csv,/pub10/ushcn_snow/R_input/NJ,csv,2104875
280734.csv,/pub10/ushcn_snow/R_input/NJ,csv,824400
280907.csv,/pub10/ushcn_snow/R_input/NJ,csv,1943610
281582.csv,/pub10/ushcn_snow/R_input/NJ,csv,2953760
283029.csv,/pub10/ushcn_snow/R_input/NJ,csv,2853864
283951.csv,/pub10/ushcn_snow/R_input/NJ,csv,2648600
284229.csv,/pub10/ushcn_snow/R_input/NJ,csv,2801916
284987.csv,/pub10/ushcn_snow/R_input/NJ,csv,2715266
285728.csv,/pub10/ushcn_snow/R_input/NJ,csv,2520072
286055.csv,/pub10/ushcn_snow/R_input/NJ,csv,1344080
287079.csv,/pub10/ushcn_snow/R_input/NJ,csv,2596392
288816.csv,/pub10/ushcn_snow/R_input/NJ,csv,1780776
290692.csv,/pub10/ushcn_snow/R_input/NM,csv,2877132
290858.csv,/pub10/ushcn_snow/R_input/NM,csv,2694456
291469.csv,/pub10/ushcn_snow/R_input/NM,csv,2623880
291515.csv,/pub10/ushcn_snow/R_input/NM,csv,2686350
291664.csv,/pub10/ushcn_snow/R_input/NM,csv,2592967
291813.csv,/pub10/ushcn_snow/R_input/NM,csv,2990925
291887.csv,/pub10/ushcn_snow/R_input/NM,csv,2875248
292608.csv,/pub10/ushcn_snow/R_input/NM,csv,2453540
292848.csv,/pub10/ushcn_snow/R_input/NM,csv,2542080
293265.csv,/pub10/ushcn_snow/R_input/NM,csv,2878127
293294.csv,/pub10/ushcn_snow/R_input/NM,csv,2455251
293368.csv,/pub10/ushcn_snow/R_input/NM,csv,2217666
294369.csv,/pub10/ushcn_snow/R_input/NM,csv,2784750
294426.csv,/pub10/ushcn_snow/R_input/NM,csv,2411238
294862.csv,/pub10/ushcn_snow/R_input/NM,csv,765928
295150.csv,/pub10/ushcn_snow/R_input/NM,csv,1504811
295273.csv,/pub10/ushcn_snow/R_input/NM,csv,2541339
295960.csv,/pub10/ushcn_snow/R_input/NM,csv,2392810
295965.csv,/pub10/ushcn_snow/R_input/NM,csv,2608874
296435.csv,/pub10/ushcn_snow/R_input/NM,csv,2452340
297323.csv,/pub10/ushcn_snow/R_input/NM,csv,2692604
297610.csv,/pub10/ushcn_snow/R_input/NM,csv,1482836
297867.csv,/pub10/ushcn_snow/R_input/NM,csv,2587017
298107.csv,/pub10/ushcn_snow/R_input/NM,csv,2487528
298387.csv,/pub10/ushcn_snow/R_input/NM,csv,2384364
298501.csv,/pub10/ushcn_snow/R_input/NM,csv,2677010
298535.csv,/pub10/ushcn_snow/R_input/NM,csv,1450800
299156.csv,/pub10/ushcn_snow/R_input/NM,csv,2975096
299165.csv,/pub10/ushcn_snow/R_input/NM,csv,2354800
260507.csv,/pub10/ushcn_snow/R_input/NV,csv,2472149
260691.csv,/pub10/ushcn_snow/R_input/NV,csv,2043630
261071.csv,/pub10/ushcn_snow/R_input/NV,csv,1928070
262573.csv,/pub10/ushcn_snow/R_input/NV,csv,3177708
262780.csv,/pub10/ushcn_snow/R_input/NV,csv,2588636
263245.csv,/pub10/ushcn_snow/R_input/NV,csv,2135980
264698.csv,/pub10/ushcn_snow/R_input/NV,csv,2384130
264950.csv,/pub10/ushcn_snow/R_input/NV,csv,2338928
265168.csv,/pub10/ushcn_snow/R_input/NV,csv,2521662
266779.csv,/pub10/ushcn_snow/R_input/NV,csv,1730520
267369.csv,/pub10/ushcn_snow/R_input/NV,csv,2157004
268988.csv,/pub10/ushcn_snow/R_input/NV,csv,1955462
269171.csv,/pub10/ushcn_snow/R_input/NV,csv,3608925
300023.csv,/pub10/ushcn_snow/R_input/NY,csv,2105121
300042.csv,/pub10/ushcn_snow/R_input/NY,csv,2109684
300085.csv,/pub10/ushcn_snow/R_input/NY,csv,2511376
300093.csv,/pub10/ushcn_snow/R_input/NY,csv,1892890
300183.csv,/pub10/ushcn_snow/R_input/NY,csv,2665880
300321.csv,/pub10/ushcn_snow/R_input/NY,csv,2128128
300443.csv,/pub10/ushcn_snow/R_input/NY,csv,2159079
300687.csv,/pub10/ushcn_snow/R_input/NY,csv,1914976
300889.csv,/pub10/ushcn_snow/R_input/NY,csv,2276025
300937.csv,/pub10/ushcn_snow/R_input/NY,csv,1733394
301012.csv,/pub10/ushcn_snow/R_input/NY,csv,2133804
301185.csv,/pub10/ushcn_snow/R_input/NY,csv,2518865
301401.csv,/pub10/ushcn_snow/R_input/NY,csv,2258302
301752.csv,/pub10/ushcn_snow/R_input/NY,csv,2764802
301799.csv,/pub10/ushcn_snow/R_input/NY,csv,2091950
301966.csv,/pub10/ushcn_snow/R_input/NY,csv,2334622
301974.csv,/pub10/ushcn_snow/R_input/NY,csv,2105363
302060.csv,/pub10/ushcn_snow/R_input/NY,csv,1120836
302129.csv,/pub10/ushcn_snow/R_input/NY,csv,1912734
302610.csv,/pub10/ushcn_snow/R_input/NY,csv,2550476
303033.csv,/pub10/ushcn_snow/R_input/NY,csv,2400510
303184.csv,/pub10/ushcn_snow/R_input/NY,csv,1274598
303259.csv,/pub10/ushcn_snow/R_input/NY,csv,1610805
303319.csv,/pub10/ushcn_snow/R_input/NY,csv,2413658
303773.csv,/pub10/ushcn_snow/R_input/NY,csv,2207379
304102.csv,/pub10/ushcn_snow/R_input/NY,csv,2092937
304174.csv,/pub10/ushcn_snow/R_input/NY,csv,3045438
304555.csv,/pub10/ushcn_snow/R_input/NY,csv,2372832
304647.csv,/pub10/ushcn_snow/R_input/NY,csv,2054320
304791.csv,/pub10/ushcn_snow/R_input/NY,csv,2981412
304796.csv,/pub10/ushcn_snow/R_input/NY,csv,1915192
304844.csv,/pub10/ushcn_snow/R_input/NY,csv,2428310
304912.csv,/pub10/ushcn_snow/R_input/NY,csv,2686530
304996.csv,/pub10/ushcn_snow/R_input/NY,csv,771936
305113.csv,/pub10/ushcn_snow/R_input/NY,csv,835425
305426.csv,/pub10/ushcn_snow/R_input/NY,csv,2440317
305512.csv,/pub10/ushcn_snow/R_input/NY,csv,2438982
305801.csv,/pub10/ushcn_snow/R_input/NY,csv,3222160
306085.csv,/pub10/ushcn_snow/R_input/NY,csv,2454261
306164.csv,/pub10/ushcn_snow/R_input/NY,csv,2748361
306314.csv,/pub10/ushcn_snow/R_input/NY,csv,2295047
306774.csv,/pub10/ushcn_snow/R_input/NY,csv,2768087
306820.csv,/pub10/ushcn_snow/R_input/NY,csv,1193768
307167.csv,/pub10/ushcn_snow/R_input/NY,csv,2553517
307484.csv,/pub10/ushcn_snow/R_input/NY,csv,1692536
307633.csv,/pub10/ushcn_snow/R_input/NY,csv,2785398
308248.csv,/pub10/ushcn_snow/R_input/NY,csv,2024176
308383.csv,/pub10/ushcn_snow/R_input/NY,csv,2125739
308600.csv,/pub10/ushcn_snow/R_input/NY,csv,1408750
308631.csv,/pub10/ushcn_snow/R_input/NY,csv,2588658
308737.csv,/pub10/ushcn_snow/R_input/NY,csv,1351536
308906.csv,/pub10/ushcn_snow/R_input/NY,csv,1065082
308910.csv,/pub10/ushcn_snow/R_input/NY,csv,699145
308944.csv,/pub10/ushcn_snow/R_input/NY,csv,2829492
309000.csv,/pub10/ushcn_snow/R_input/NY,csv,2701834
309292.csv,/pub10/ushcn_snow/R_input/NY,csv,2272032
309670.csv,/pub10/ushcn_snow/R_input/NY,csv,1382192
331072.csv,/pub10/ushcn_snow/R_input/OH,csv,2467509
331152.csv,/pub10/ushcn_snow/R_input/OH,csv,2299038
331541.csv,/pub10/ushcn_snow/R_input/OH,csv,2766225
331592.csv,/pub10/ushcn_snow/R_input/OH,csv,2389290
331890.csv,/pub10/ushcn_snow/R_input/OH,csv,2333818
332098.csv,/pub10/ushcn_snow/R_input/OH,csv,2585240
332119.csv,/pub10/ushcn_snow/R_input/OH,csv,2189950
332791.csv,/pub10/ushcn_snow/R_input/OH,csv,2688790
333375.csv,/pub10/ushcn_snow/R_input/OH,csv,3150352
333758.csv,/pub10/ushcn_snow/R_input/OH,csv,3035463
333780.csv,/pub10/ushcn_snow/R_input/OH,csv,2811454
334189.csv,/pub10/ushcn_snow/R_input/OH,csv,2713064
335041.csv,/pub10/ushcn_snow/R_input/OH,csv,3435951
335297.csv,/pub10/ushcn_snow/R_input/OH,csv,2012245
335315.csv,/pub10/ushcn_snow/R_input/OH,csv,2743500
336118.csv,/pub10/ushcn_snow/R_input/OH,csv,3139524
336196.csv,/pub10/ushcn_snow/R_input/OH,csv,2507322
336600.csv,/pub10/ushcn_snow/R_input/OH,csv,2596608
336781.csv,/pub10/ushcn_snow/R_input/OH,csv,3034584
338313.csv,/pub10/ushcn_snow/R_input/OH,csv,2495736
338534.csv,/pub10/ushcn_snow/R_input/OH,csv,2731516
338552.csv,/pub10/ushcn_snow/R_input/OH,csv,2333299
338769.csv,/pub10/ushcn_snow/R_input/OH,csv,2683656
338822.csv,/pub10/ushcn_snow/R_input/OH,csv,2830283
338830.csv,/pub10/ushcn_snow/R_input/OH,csv,2472753
339312.csv,/pub10/ushcn_snow/R_input/OH,csv,2753443
340017.csv,/pub10/ushcn_snow/R_input/OK,csv,2447575
340179.csv,/pub10/ushcn_snow/R_input/OK,csv,2455434
340256.csv,/pub10/ushcn_snow/R_input/OK,csv,2088837
340292.csv,/pub10/ushcn_snow/R_input/OK,csv,2715357
340548.csv,/pub10/ushcn_snow/R_input/OK,csv,2414490
340593.csv,/pub10/ushcn_snow/R_input/OK,csv,1895228
340908.csv,/pub10/ushcn_snow/R_input/OK,csv,2309412
341243.csv,/pub10/ushcn_snow/R_input/OK,csv,2352675
341504.csv,/pub10/ushcn_snow/R_input/OK,csv,2071800
341724.csv,/pub10/ushcn_snow/R_input/OK,csv,1872990
341828.csv,/pub10/ushcn_snow/R_input/OK,csv,2455222
342678.csv,/pub10/ushcn_snow/R_input/OK,csv,2655468
342912.csv,/pub10/ushcn_snow/R_input/OK,csv,2684022
342944.csv,/pub10/ushcn_snow/R_input/OK,csv,2081154
343497.csv,/pub10/ushcn_snow/R_input/OK,csv,2138573
343628.csv,/pub10/ushcn_snow/R_input/OK,csv,2342666
343821.csv,/pub10/ushcn_snow/R_input/OK,csv,2390688
343871.csv,/pub10/ushcn_snow/R_input/OK,csv,1966032
344055.csv,/pub10/ushcn_snow/R_input/OK,csv,2394007
344204.csv,/pub10/ushcn_snow/R_input/OK,csv,2108240
344235.csv,/pub10/ushcn_snow/R_input/OK,csv,3098472
344298.csv,/pub10/ushcn_snow/R_input/OK,csv,2004368
344573.csv,/pub10/ushcn_snow/R_input/OK,csv,2930383
344766.csv,/pub10/ushcn_snow/R_input/OK,csv,2093176
344861.csv,/pub10/ushcn_snow/R_input/OK,csv,2986992
345063.csv,/pub10/ushcn_snow/R_input/OK,csv,2135880
345509.csv,/pub10/ushcn_snow/R_input/OK,csv,1951600
345779.csv,/pub10/ushcn_snow/R_input/OK,csv,2301696
345855.csv,/pub10/ushcn_snow/R_input/OK,csv,1788163
346130.csv,/pub10/ushcn_snow/R_input/OK,csv,2120860
346139.csv,/pub10/ushcn_snow/R_input/OK,csv,2078760
346278.csv,/pub10/ushcn_snow/R_input/OK,csv,2962559
